VideoID,Video_Sentiments_Score,Sentiments_List_ID,Sentiments_Abb
N_r349riLEE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Owq4457dtXE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
NIsvor0ID_U,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
2idFHFN1J9Y,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
1iAzpTqRIgY,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
DYYy8_GCdn4,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Yr5ZWYRaAyw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Ao0jaXRAarQ,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
6CbQOLqZ8IA,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
VZ9HkICDuOI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
jAF2hZxdFRE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
AhlpVjZxutw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
h7k2uwJmwxo,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
MpiJtAgb918,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Fj7kFvk-T7g,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
fB9ERHjCzfI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
daIrc6uBRkc,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
5tisdEErLHA,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
IwpHyWwPWC8,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
fdB79Gb1aVE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Tbxq0IDqD04,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Lu8To4CwPfg,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
5hp2YS0GzCY,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
zt3Gvdu9mtM,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
F-OgKyUuFfI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
u1PbLQ8nE5s,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
U-AjA5VOZjc,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
uw08j-yOfcE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
GqKXkKplELU,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
WLb8AwuZ7N8,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
JpVULjoF7uI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
LMPKVWN8NQk,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Ln8_AUCIkAw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Dv_yS_90D3k,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
YxhJD40NaMs,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
79GTD0Q3-yI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
-UP6DuhIc4s,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
BR07oZC0QHU,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
DM58BGhJ6oo,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
KS_6HHQ7jOA,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
VcaT_wRwmuw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
e58Lr9oRHc4,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
ewcsazvpxT0,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
ApqQW5Nx1qI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
Ccj7qX_NdJw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
thNmEKUBG5g,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
3RucyZiPfjw,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
v9ilXA1bHg8,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
DZ0x58a_L4s,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
b95oyhSd5ls,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
nVyYWy4dgc8,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
bYluhQEhyeE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
6dwjoUYvHs8,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
-kwRrnS5vV4,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
RErvLXHsKmg,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
iQ1-jSvxMJ0,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
pfxB5ut-KTs,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
C6Ds54kVdlQ,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
mfrZmzP2ZTU,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
BzNhTGHgdeo,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
DkJ2tyCzyiA,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
sjgLb0HJ3VE,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
0cP-qr1JUBI,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
lVt0ZyO9ft4,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
K_PWFs6tMpM,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
8IkS1oXvhVM,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
9NYu9STVm-I,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
4hScgyXu_9c,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
hIqC9IYMUOU,1,"Active (energetic, adventurous, vibrant, enthusiastic, playful)",active
XutXCTwwmYc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
w22oOw3RIAk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
XkgGZobFUq0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
sPneQzqhh4g,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ue5tV4SDldU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
QNh18bRw_0k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
QXAYIYdvnys,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
3yieFIhdeJQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
1jP4O7rEHQ8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Tjnddp_pOac,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
7oHsDGnZTcw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
sV6ITSt4jzM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
d4rxwT7TwXg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
MsmxhpjYa5o,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
287EUNf3yAk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
YRRBs71p7II,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
pnyo92tqh3g,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
RzFMm6I--zc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
6AR0xq6g5Uo,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tjgtLSHhTPg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
6IweE9qcQZ4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tLzfc7Ba12k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
q-dGW2ataZ8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
D4pZN0wNuCI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
-HWd3Nqu8_0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
sR7kyIxQ000,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
kpjbhe5HJaE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
iZW04_BdyG8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
9Mj3mvkIyg8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
oRdpoJFPQjI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
VJwFUNHtCJQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
f1PNQwHZuJc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
OWOBAD4OKwA,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tO0L-7lkhPM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
qQYe6KGAJ5E,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
_T5FcBB9GIw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
b-j7H71q3jE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
453ei_1PbPE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
LVrQmgihkQI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
LkD1bNmp0ew,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
YR5YJ3qzIx4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
i02LUMkc268,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
EJtZiGb5nEU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
_u0WOqjJTcg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
hm0BD1pP4gc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
81ymFnvpfDc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
bTwWShYxcoU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
CYxU4ao-9WQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Yqz3eT_fzVY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
RNBfP7ynZOo,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
LS9Qt8pRSr0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
SpSMGxnpCmo,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
B9Tx6olI3l8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
hsvAj6qfmFQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
SPyoiOTdHio,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
0CXqEHMgiFg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
KbmJLVrFvuc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
BWeGCT7vS-g,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
CPYUo0awFOc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
A2VOu1UQeMM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
IZrrEBD-KjY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
9gY0FB9qZJg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
QCsd_reCiSI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
XaPXUR0rz_A,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
vONYT-5OVps,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
8Ozc-h-29M0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
36CSS3UIzxk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
z2vkIFMr2IE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
-U3LjDN8ErI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
woBi975eQs4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
3pNGO5ppfQ8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
sjBPrJJ6qtU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
MTtCV_XSMi0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
9zFNmTwdjhc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
P03flnwV__0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
xl3uLkAT_C8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
lSYMX6PmT34,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
din6kkS5tgQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
J5MehrJECnA,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
qi7RgBU1nlE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
rHCLxSNz3P0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
x09iroEd63Y,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
bE1EwcPQF8Q,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
YKjnuR1ILfY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
xhVCOdS9mXo,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
DkcuzQRpVuE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
kBX9-WUsMAg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Vot3KDw2z3o,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
1t1dgE25wEU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
_WXDXoy9wrM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
O-9xmen--6k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
GOhbZZy02lQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
2q_nYfSX8go,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
aI20RX5j76w,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
JhmEARapxK4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
IT_MbDpfOBE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
cvjQ_AduY0A,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
BGs8PDQmbLQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
HAIz-I58btE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
xFnB0uK7PcQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
JzaYcTPLWbE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tSjkuMtiI28,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
H2EIsnr_cv4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
2VgiVK_hOhM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
YC6YRjD3080,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
y5ejwRj9t1Q,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
uY3tZNrIstA,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
PIqEyF_t_QE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
73wV6KlGm-A,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
MHyRirkiazU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
WjBuFH4NPno,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
NK-oRUR3EY4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
39RQH0mpsVQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
yX-TZe8SeYk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
aYnA8TCzUvc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
HpoEk8nlUyA,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
xQkcQF8G-GM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
idJvKQr7LWk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
X7ifDf6chNw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
QKXo9r6Kb5U,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
IvNkGm8mxiM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ZDuxWGHA-Z4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
xqbebWU-0TI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
WO15VbjYv54,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
HHzchaDJJ70,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
rZx0iJVAN7U,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
yYciCBZXg70,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
d0uJxHWaq0k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
uVzhtuuy0b8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Unp24R9UdZE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
aNCk9O7FLwk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
bjBbFn6celE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
kM-mQ1aTfs0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Ry1X61Vf33U,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Snoxw4F6xp0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
j2KZDg7giDk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
M-XIMtd8ilM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
b2UUhm4edyc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
9grrfloJCgc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
7QV-F7rlmtY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
KSRHLwYgLSM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
HHPzxa6znPU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
intua_p4kE0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
VhK5gJDmSc8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
psgJqcvkTuE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
WGQdXUw2uSU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
x24tpUkfL5w,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
iKdEbzF7xpk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
q1x2Df4yveo,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
b9zUN-9sNBI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
1pda__NOfts,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
lzOe1J8pZB8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
KZMYWAW-5Js,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
u-K6ymOtnzE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
syPqNTmupvY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
W5N5Hlt7B2M,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
rV9I-xX5AOg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
_3tlUqHla3Y,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
em040d_x7xI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tKXxJ29HEiQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
iTUUWOV4Vns,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
YAhMheigaZE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
KyoBQk6Kp7o,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
HdG8LCHCGso,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ckwJXpe7fQs,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
E1GrfYVfxpY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
60ewmq3ui7A,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
e4TXO49n0P8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
zMIKBDwUcrQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
jJRQSsT34-8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
796KD4SNzwE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
NeXMxuNNlE8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ccWrbGEFgI8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
G1cVbfyFdf0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
4oxd-x44YYI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
gHFqqIv8aqQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
P-boL9Olh-k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
A0rP5UI0w24,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
d8AEoNHSJZ0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
cDkZqT9IvYE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
7ifmgu23ofk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
lCuLxqGd0go,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
GG_eFXMdX3Y,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
BUpky0h5_PE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
lPdD8NvVfw0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Bnb5iX9aunc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
PDbTC-ZyE6M,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Tuj8gy2ICU4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
fo4hyKfDJgY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
PxE3lJDQnC8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
bwMqup0CERc,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
EzW4d4QknOs,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
V9epMG_zeYw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
FJurUjmDs_k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Z2CrW3ntd4I,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
1qB0lb401ZU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
PjquJ5hi6zE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
pXy5gt2R5mQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
TF-NuE-U6No,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
yCCwnCxDv5Q,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
qN-qliCpTmg,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
WGsch35hQHM,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
jpldOdMH2w0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
mxr83Vkrh00,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
4HGR2_uN-f0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Hk2kUKrrxtE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
0AgezPhuOdI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
5Y7rDOogcU0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
uRQjkM_iD4s,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
hMa1yH5QCxk,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
L_ycAXqOYr8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
GcVF5wR0kUw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
hJW5_iZNdFY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tsBrlDMRGGI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
Cs6A-FCUPdw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
9Ac-PGCfxFE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
i3bR8PrziS4,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
g_dFf9mWxPI,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
LlZz3WNbOkw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
qeEC4BDyhNs,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
T1kPrrUuueE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
iUdQhl05fKQ,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
A4fMRDP1d6w,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
fI6LQSoH37Q,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
mmePn5kPfh0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
2yLmrcQLNUY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ybdoIj5y_XE,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
S_bVfu9zpHw,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
evApapdysp0,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
teWcTS31dts,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
MDni5wUNiuU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
v_C9mKEPG-k,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
jtO_MN-m5r8,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
jssITlGSR4w,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
ZN6NYpSZa0w,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
4VwxRqT3qRY,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
-5zYYZpuTbU,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
tPZQkkbuD2c,5,"Amazed (surprised, astonished, awed, fascinated, intrigued)",amazed
